attraction,username,contributions,time,review,rating
Children Creativity Museum,Thanin Thepsinlapawisut,4,Mar 2019,Yeonwoo Staff is very kind she devoted herself to this place,5.0
Children Creativity Museum,Kevin Shen,469,Mar 2020,"Really tiny play area inside, really thought it’s larger.",2.0
Children Creativity Museum,Martin Tantow,57,Mar 2019,Our second living room,5.0
Children Creativity Museum,Appu Mundassery,93,Mar 2018,Really good for an indoor day with kids,5.0
Children Creativity Museum,Denis Bykovsky,97,Mar 2020,Great place. Miss karaoke though,5.0
Children Creativity Museum,Karmendra Kumar,"1,704",Mar 2018,"""Also, for a kids place, they were very restrictive about food and drink.""",3.0
Children Creativity Museum,Timothy Taylor,309,Mar 2020,Great place for kids to explore!,5.0
Children Creativity Museum,Tomas Deutel,30,Mar 2019,"Not for the yung mind,  great place for 3+ kids",3.0
Children Creativity Museum,Annabelle Younger,1 review,Mar 2013,"Great Children's playlabs, different take on Children's Museums",5.0
Children Creativity Museum,orlando ortiz54,16,Mar 2017,The worst spot ever not worth the $12 for arts and crafts,1.0
Children Creativity Museum,Sean Polce,64,Mar 2020,"great place to play, inside and out!",4.0
Children Creativity Museum,Ivan,25,Mar 2020,Very fun and lots to do.,5.0
Children Creativity Museum,Ramy Khalil,62,Mar 2019,Lots of fun engaging for all ages,5.0
Children Creativity Museum,Vaneni Vardanyan,17,Mar 2020,Love this place. Always fun to visit.,5.0
Children Creativity Museum,Lucy Richardson,79,Mar 2020,Lots of Interactive things for children to do.,5.0
Children Creativity Museum,Malika Madaan,8,Mar 2019,Super fun place with lots of creativity ideas,5.0
Children Creativity Museum,עפרה ואליאב גולדברג,357,Mar 2017,Ok place. Parking so really hard and expensive,3.0
Children Creativity Museum,Sara Sushila Avery,16,Mar 2019,Even my husband made art here!,5.0
Children Creativity Museum,Frances Delwhinnie,9,Mar 2020,MYSELF and The Children REALLY Enjoyed Ourselves,5.0
Children Creativity Museum,piyush madani,16,Mar 2020,Nice place for kids to explore.,5.0
Children Creativity Museum,Sangseo Park,7,Mar 2019,Good place for kids to do something creative,4.0
Children Creativity Museum,Kathy Stack Lambert,22,Mar 2019,"Wonderfully innovative, multi-age appropriate!",5.0
Children Creativity Museum,Daisy Ocaña,17,Mar 2018,Great place to take the kids.,5.0
Children Creativity Museum,Nick Bischofberger,120,Mar 2017,"great exhibition, love this museum",5.0
Children Creativity Museum,Robin Belk,51,Mar 2017,fun place for big and little kids,4.0
Children Creativity Museum,Desiree Lopez,23,Mar 2020,Always give yourself more time here.  Worth it,5.0
Children Creativity Museum,Chanelle Cano,71,Mar 2020,My son wasn't very interested,2.0
Children Creativity Museum,Highlander Dad,71,Mar 2018,Kids over 2 love it,3.0
Children Creativity Museum,Lourdes Sarubbi Roa,11,Mar 2018,Best place ever for kids 2+,5.0
Children Creativity Museum,Andrew “Drew” M,466,Mar 2019,Sf film week was awesome,5.0
Children Creativity Museum,Maria del Pilar Lindo,39,Mar 2020,Don't miss the carousel!!,5.0
Children Creativity Museum,Riccardo Di Capua,218,Mar 2019,Devote an hour or so to the animation studio,5.0
Children Creativity Museum,hortensia juarez,1 review,Mar 2017,Being there in a field trip with my 12 year old,5.0
Children Creativity Museum,Jay Kolbet-Clausell,15,Mar 2019,"Stop motion, robots, and karaoke, oh my.",5.0
Children Creativity Museum,Aniket H,77,Mar 2019,Its amazing place for childrens,5.0
Children Creativity Museum,Christopher Thomas Constantino,440,Mar 2020,Fun in the city for kids.,5.0
Children Creativity Museum,Roger Paul,304,Mar 2016,Great indoor destination.,5.0
Children Creativity Museum,Jose Vazquez,131,Mar 2020,Loved it!,5.0
Children Creativity Museum,Keith Lu,85,Mar 2019,Just okay,2.0
Children Creativity Museum,Antonino Schepis,445,Mar 2019,Nice place where to spend a day.,5.0
Children Creativity Museum,Omar V,167,Mar 2019,great place the staff is the best,5.0
Children Creativity Museum,Cathy Castrillón,34,Mar 2020,Fun!,5.0
Children Creativity Museum,Anya Wright,106,Mar 2020,Pricey.,4.0
Children Creativity Museum,Rick and Kami Kinkaid Kim,1 review,Mar 2019,Great!,5.0
Children Creativity Museum,Ballet Angel,8,Mar 2019,Great place for children.,5.0
Children Creativity Museum,Alivia Blount,77,Mar 2022,Get a membership,4.0
Children Creativity Museum,Lola D B,66,Mar 2016,Great for little kids!!!!!,5.0
Children Creativity Museum,Venus Chen,123,Mar 2019,Good for young kids,5.0
Children Creativity Museum,mia haha,1 review,Mar 2017,My daughter love it,5.0
Children Creativity Museum,Justin Murphy (RadFallout100),59,Mar 2018,For kids,4.0
Children Creativity Museum,Tesa Tong,"1,055",Mar 2018,Great place for kids,3.0
Children Creativity Museum,Renata Trigo,15,Mar 2020,Amazing,5.0
Children Creativity Museum,Billy Atwal,208,Mar 2018,`I enjoyed it myself,5.0
Children Creativity Museum,Matthieu S.,134,Mar 2017,Great experiences for kids,5.0
Children Creativity Museum,Chris Carlsson,239,Mar 2019,Fantastic place for children,5.0
Children Creativity Museum,Amir Deutel,259,Mar 2019,Great place for kids,5.0
Children Creativity Museum,claudia Garcia,4,Mar 2019,Great,5.0
Children Creativity Museum,Rayan Rahman,147,Mar 2017,A delicous place of cutural,2.0
Children Creativity Museum,Zen WRLD,7,Mar 2020,To many bad children,3.0
Children Creativity Museum,Luc Bousse,6,Mar 2017,Awesome,4.0
Children Creativity Museum,Alfonso Mendoza,43,Mar 2020,A lot of fun,4.0
Children Creativity Museum,William Mujica,142,Mar 2019,Great museum,5.0
Children Creativity Museum,Shobhit Singhal,264,Mar 2016,Nice museum,4.0
Children Creativity Museum,Nathan Smith,2,Mar 2017,It was the stuff!,5.0
Children Creativity Museum,Tracy Du,1 review,Mar 2017,Great Mueseum,5.0
Exploratorium,Scott Perdue,440,Nov 2022,Science center with tons of brilliant hands-on activities for adults and kids alike. I’m a 35 year old who went by myself and I had a blast. …,5.0
Exploratorium,Darryl S,230,May 2022,"Fun even without kids, lots of tactile exhibits which are interactive and quite engaging.  I figured I would be in here perhaps an hour or two, but I was here about 4+ hours playing with everything as it was so much fun trying everything …",5.0
Exploratorium,Brian DiGiorgio,253,Nov 2022,"As a physicist who is very into teaching and using demonstrations to illustrate how the Universe works, there is no other museum I have been to that captures the fun of physics better than the Exploratorium. The building is jam packed with …",5.0
Exploratorium,Richmond Paul Ruiz,112,Jan 2023,"Each exhibit really sparks the interests of different people, some do some do not. Some of the exhibit is missing some parts that may have been stolen. I think staff should check them every 30 minutes to reset and or sanitize since most …",4.0
Exploratorium,Jessica May,49,Sep 2022,"This place is so big! There is no natural flow, so some people in my party felt overwhelmed, but I appreciated the ability to wander in any direction. There were a lot of younger children around the museum, but it felt better suited for …",4.0
Exploratorium,Tony D'Antonio,102,May 2022,"Perennial favorite hands-on/interactive science museum. Moved from the Palace of Fine Arts to Pier 15 in 2003. Great for all ages, but ""After Dark"" visitors must be at least 18 years old. Cocktails are limited (premixed or canned) and have to remain in a particular upstairs area. Exhibits are plentiful and awesome as ever!",5.0
Exploratorium,Desiree Argentina,176,Aug 2022,Incredible! Absolutely loved it. Went during the Thursday childfree night which is from 6-10pm. We arrived around 6:30 and it still wasn’t enough time to explore everything. This place is huge and exiting. So much to see and explore. Had a great time and will definitely go again on my next visit to SF. Highly recommend!,5.0
Exploratorium,Vica V. K.,307,Jul 2022,Spending a few hours here you can hardly see half the place. Membership is definitely worth it if you live in the area or visiting for a long period of time. It's great kids of all ages as well as adults,5.0
Exploratorium,Sally Lin,19,Jun 2022,"It was pretty fun. They have exhibits on many subjects! Seeing the little kids having fun and getting genuinely curious about science warmed my heart.
One downside is that it’s quite popular/crowded on the weekend, so there’s …",4.0
Exploratorium,Neel Kadia,88,Jul 2022,"Must visit with kids, full on fun and so many things to explore, try-out, and participate. …",5.0
Exploratorium,Neel Kadia,88,Jul 2022,"Must visit with kids, full on fun and so many things to explore, try-out, and participate. …",5.0
Exploratorium,Michelle L,58,Mar 2022,This place is very educational and interactive. The admission for an adult is $30 but it is definitely worth it. We spent 5 hours here and didn't even want to leave. There was a lot to learn and play with. We spent about an hour at the …,5.0
Exploratorium,Maria Martinez,54,Feb 2023,Writing to encourage the 21+ crowd to come for the after dark nightlife experience on Thursday nights! Grab a drink or two in the bar and then spend your evening running around and playing with some fun and engaging exhibits. Definitely …,5.0
Exploratorium,Nikita Tandon,17,Apr 2022,"It was a very nice experience. We took the 19.95$ ticket for a Thursday evening with After Dark prices applicable post 31st March. Must visit and totally worth it. Loved the way the sections had been divided for water based, light based, …",5.0
