platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,Palace of Fine Arts Theatre,"Не могу сказать, что это место произвело какое-то сильное впечатление на меня. Красивая постройка, не очень большая по размеру, много туристов (в основном японских), мало парковочных мест вокруг. Но рядом есть милый небольшой сквер с ручьём, магнолиями. Рядом со сквером есть Стар Бакс. Мы посмотрели на постройку, поднялись в сквер, выпили кофе в Стар Бакс, поехали дальше. Не сказала бы, что посещение места заняло много времени - минут 20-30. Конечно, после римской, флорентийской и другой европейской архитектуры, не сильно впечатляет, но для Калифорнии - это уже очень хорошо с точки зрения архитектуры!",3.0,"Jan, 2017",
TripAdvisor,Palace of Fine Arts Theatre,"Melhor locação para fotos não há, lugar lindo, bem cuidado, fomos bem cedo e imagino que um pouco mais perto do almoço ou logo após seria o ideal considerando iluminação para as fotos. No mais é muito agradável passear e se deliciar com a paisagem. Saindo dali a pé mesmo você pode ir ao Yoda Fontain, no Lucas Films, para os fãs de Star Wars, é pertinho e vale a pena vc entrar e ver a roupa original do Dart no complexo.",5.0,"Jan, 2017",
TripAdvisor,Palace of Fine Arts Theatre,"Written June 27, 2016",5.0,,
TripAdvisor,Palace of Fine Arts Theatre,"After going to San Francisco tons of times I finally was coersed to visit this site with a friend. After a long walk from the Fishermans Wharf area I could see the dome and realized how big this monument was. When you finally approach it, it is truly stunning, much more than just the dome you see in the travel booklets. Beautiful small lake surrounds it, nice areas to sit and picnic etc. A wonderful picturesque pit stop on your San Francisco trip.",5.0,"May, 2016",
TripAdvisor,Palace of Fine Arts Theatre,"Belo lugar para se fazer uma caminhada e lembrar de quantas cenas de filmes e seriados foram rodadas ali, tendo como fundo a imponente construção de inspiração greco-romana.",5.0,"Apr, 2015",
TripAdvisor,Palace of Fine Arts Theatre,"I've been here a couple of times now, and it's always worth a short stroll through the area. It does get busy, with tourists and wedding photographers but early in the morning or evening is very nice! And it's just as nice to sit & chill on the grass banks opposite it so you can take it all in!",4.0,"Jun, 2015",
TripAdvisor,Palace of Fine Arts Theatre,"This is a really beautiful structure, but be aware that it's not a palace, or a theatre, or a museum or anything, just a beautiful open-air stone pagoda with impressive sculptures and columns. To make the most of the visit, you should pack a picnic and hang out in the park, or the little beach nearby",4.0,"Apr, 2015",
TripAdvisor,Palace of Fine Arts Theatre,Lugar lindo com arquitetura que lembra grandes monumentos da Europa. Belo lago e jardim. Não deixe de ir. Com certeza uma das atrações mais bonitas de San Francisco.,5.0,"Apr, 2015",
TripAdvisor,Palace of Fine Arts Theatre,Spent about 30 minutes taking pictures before heading off to California Academy of Science (closeby); Great place to have your wedding pictures taken. Must get there early...lots of tourist by 9am,4.0,"Mar, 2015",
TripAdvisor,Palace of Fine Arts Theatre,"Puedes entrar a los jardines de forma gratuita. El lugar es increible. la construcción hermosa, te transmite una paz la naturaleza. Muy bonito lugar para tomar fotografías.",5.0,"Nov, 2014",
TripAdvisor,Palace of Fine Arts Theatre,"A arquitetura do Palace é muito imponente, cheia de riqueza de detalhes, muito alta e interessante. Estacionamento meio escasso e não achamos nenhum banheiro por perto. Vale uma visita rápida, pois é muito bonita. No caminho da ponte ou do presídio, pare por aqui e tire algumas fotos.",4.0,"Nov, 2014",
TripAdvisor,Palace of Fine Arts Theatre,"Este Parque, de inspiração Greco-Romana, foi criado pelo arquiteto Bernard R. Maybeck para a exposição ""The Panama-Pacific International Exposition"" realizada em 1915 para comemorar o término da construção do canal do Panamá e mostrar a recuperação de San Francisco após o terremoto de 1906 (80% da cidade foi destruída). Após a exposição esteve abandonado, mas foi reconstruído entre 1960 e 2009. Construído para sediar exposições de artistas durante o evento de 1915, hoje é a estrela de um maravilhoso parque com um lindo lago e pistas para caminhadas que servem de cenário para festas, casamentos e ensaios fotográficos. É um presente para nossos sentidos. Observe os detalhes arquitetônicos como as mulheres chorando e a proporção das esculturas, além da vegetação exuberante. O Parque está muito bem cuidado. Achei um dos lugares mais agradáveis e bonitos da cidade.",5.0,"Sep, 2014",
TripAdvisor,Palace of Fine Arts Theatre,"Você tem a sensação que esta na antiga Roma ou Grécia, com colunas gigantescas, este lugar é o preferido das noivas de San Francisco. Linda Arquitetura, com lagos, jardins......",4.0,"Jul, 2014",
TripAdvisor,Palace of Fine Arts Theatre,If you're in San Fran you must go and see The Palace of Fine Arts.,5.0,"Jun, 2014",
TripAdvisor,Palace of Fine Arts Theatre,"Bence bir ülkenin gelişmişlik düzeyinin göstergelerinden birisi de şehirlerindeki park ve bahçeleridir. Gördüğüm tüm Avrupa ve ABD şehirlerinde, insana insanca yaşama hakkı tanıyan, yönetenlere de insan-doğa uyumunun ve birlikteliğinin modern yaşamının olmazsa olmazı olduğunu kanıtlama fırsatı sunan çok güzel alanlar vardır. İnsanlar burada kentin tüm karmaşa ve koşturmacasından uzaklaşıp, spor yapar, kitap okur, güneşlenir, aileleri ve/veya sevdikleri ile birlikte hoşça vakit geçirirler. Bu alanlar ayrıca kent yaşayanlarına sinema gösterileri ve konserler için de kullanılır. Palace of Fine Arts San Francisco'nun bence en güzel yerlerinden birisi. Maalesef bizim hiçbir zaman erişemiyeceğimiz bir gelişmişlik ve kültür göstergesi. Hem yapı ve alan olarak hem de burayı kullanan, gezen ve yaşayan halkı olarak... Bu beni çok ama çok üzüyor ...",5.0,"Jul, 2013",
TripAdvisor,Palace of Fine Arts Theatre,"The museum is wonderful and deserves five stars, but my car was broken into in broad daylight and my camera stolen. This is apparently a very common occurance, but the museum doesn't seem interested in doing anything to increase security.",2.0,"Feb, 2013",
TripAdvisor,Palace of Fine Arts Theatre,"This was a stop on our Hop On Hop Off bus tour. It had been recommended by a friend, and our group agreed it was well worth seeing. We only walked the grounds, and didn't go in to interactive museum, but there were several groups of school children there, so I am guessing it, too, would be well worth a look, especially for families.",5.0,"Oct, 2012",
TripAdvisor,Palace of Fine Arts Theatre,"Paramos una horita para visitarlo y sacar unas fotos, de paso hacia el Golden Bridge.",5.0,"Jul, 2012",
TripAdvisor,Palace of Fine Arts Theatre,,4.0,,
TripAdvisor,Palace of Fine Arts Theatre,"Written February 21, 2008",5.0,,
TripAdvisor,Palace of Fine Arts Theatre,"A temporary building so pretty they made it permanent, this is one of my favorite spots in the city and a nice escape from the tourist zone. It's accessible by public transit (not MUNI or BART, but bus) but easiest to reach by car or rideshare.",5.0,"Apr, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"Как это не раз бывало, в городах, проводивших большие выставки (Париж, Севилья, Барселона), один из выставочных павильонов Панамо-Тихоокеанской выставки 1915 года был сохранен в виду его архитектурной примечательности, одной из которых был материал, из которого он был построен. Однако годы показали его недолговечность, и в 60-ые годы павильон был снесен и вновь отстроен уже из долговечных материалов. Он несколько раз менял свою функцию, сейчас используется как Дворец изящных искусств. Колоннада и беседка с колоннами выглядят очень внушительно. Кажется, что вернулся в Европу. Перед Дворцом устроен живописный пруд с фонтаном и лебедями. Хорошее место для отдыха от напряженной экскурсии!",5.0,"Jan, 2020",
